Darījumu skaits atlasē,Darījuma ID,Objekts,Īpašuma kadastra numurs,Adreses pieraksts,Novads,Pilsēta,Pagasts,Darījuma datums,"Darījuma summa, EUR",Zemes vienību kadastra apzīmējumi(saraksts) (viena darījuma ietvaros) ,Zemes daļas(skaitītājs),Zemes daļas(saucējs),"Pārdotā zemes kopplatība, m2 ",NĪLM grupas kods (lielākais pēc platības),NĪLM kodi(saraksts),Būvju skaits ,Būves kadastra apzīmējums,Būves daļas(skaitītājs),Būves daļas(saucējs),Būves lietošanas veida nosaukums,Būves lietošanas veida kods,Būves virszemes stāvu skaits,"Būves apbūves laukums, m2","Būves kopplatība, m2","Būves būvtilpums, m3",Būves ārsienu materiāla nosaukums,Būves ekspluatācijas uzsākšanas gads,"Būves fiziskais nolietojums, %",Būves kadastra apzīmējumu saraksts (viena darījuma ietvaros),Telpu grupu skaits (viena darījuma ietvaros),Dzīvokļu skaits (viena darījuma ietvaros),Telpu grupas kadastra apzīmējums,Telpu grupas daļas(skaitītājs),Telpu grupas daļas(saucējs),Telpu grupas lietošanas veida kods,Telpu grupas zemākais stāvs,Telpu grupas augstākais stāvs,"Telpu grupas platība, m2","Dzīvokļa kopplatība, m2",Telpu skaits telpu grupā,Istabu skaits dzīvoklī
24464,1170673,Dz,01009285762,"Aleksandra Čaka iela 45 - 18, Rīga, LV-1011",NULL,Rīga,NULL,12/8/2023,54000,01000290099,48,1505,28.51, 07,"702(624), 801(270)",2,01000290099002,48,1505,Triju vai vairāku dzīvokļu mājas,1122,3,186.6,471,2311,2908 - Silikātķieģeļi,1898,50,"1000290099002, 1000290099001",0,1,01000290099002018,1,1,1122,3,3,43.2,43.2,6,2
24464,1123101,T,01009254247,"Aleksandra Čaka iela 46 - 1, Rīga, LV-1011",NULL,Rīga,NULL,1/23/2023,130000,01000290061,1508,10541,105.58, 07,"702(639), 801(99)",3,01000290061001,1508,10541,Triju vai vairāku dzīvokļu mājas,1122,4,283,827.6,3811,2907 - Māla ķieģeļi,1900,33,"1000290061003, 1000290061002, 1000290061001",1,0,01000290061001010,1,1,1230,1,1,150.8,0,13,0
24464,1123102,T,01009254246,"Aleksandra Čaka iela 46A - 2, Rīga, LV-1011",NULL,Rīga,NULL,1/23/2023,30000,01000290061,596,10541,41.73, 07,"702(639), 801(99)",3,01000290061002,596,10541,Triju vai vairāku dzīvokļu mājas,1122,3,230,599.8,2785,2908 - Silikātķieģeļi,1900,43,"1000290061003, 1000290061002, 1000290061001",1,0,01000290061002013,1,1,1274,-1,-1,59.6,0,6,0
2211,1173489,Dz,01009015625,"Aleksandra Čaka iela 49 - 28, Rīga, LV-1011",NULL,Rīga,NULL,12/29/2023,143000,01000290101,3947,240399,24.73, 07,"703(1219), 801(287)",1,01000290101001,3947,240399,Triju vai vairāku dzīvokļu mājas,1122,6,1046.4,5661,23650,2907 - Māla ķieģeļi,"1912, 1998",40,01000290101001,0,1,01000290101001028,1,1,1122,4,4,78.9,78.9,9,4
24464,1126632,Dz,01000290057,"Aleksandra Čaka iela 52 - 41, Rīga, LV-1011",NULL,Rīga,NULL,11/30/2022,217000,01000290057,1,32,40.91, 07,702(1309),3,01000290057001,1,32,Triju vai vairāku dzīvokļu mājas,1122,5,377,1602.2,7963,2907 - Māla ķieģeļi,"1912, 2001",58,"1000290057003, 1000290057002, 1000290057001",0,1,01000290057001041,1,1,1122,5,5,118.2,118.2,9,5
24464,1170469,Dz,01009949221,"Aleksandra Čaka iela 56 - 5, Rīga, LV-1011",NULL,Rīga,NULL,11/28/2023,29000,NULL,NULL,NULL,NULL,NULL,NULL,4,01000290016001,173,2713,Triju vai vairāku dzīvokļu mājas,1122,3,173.5,456.8,2232,2908 - Silikātķieģeļi,1901,50,"1000290016007, 1000290016004, 1000290016003, 1000290016001",0,1,01000290016001005,1,1,1122,3,3,34.6,34.6,4,2
24464,1159353,Dz,01009212642,"Aleksandra Čaka iela 59 - 12, Rīga, LV-1011",NULL,Rīga,NULL,9/26/2023,65000,01000330073,5462,249637,17.59, 07,"601(42), 702(728), 801(34)",1,01000330073001,5462,113947,Triju vai vairāku dzīvokļu mājas,1122,5,291.8,1311.5,5861,2907 - Māla ķieģeļi,1901,45,01000330073001,0,1,01000330073001012,1,1,1122,5,5,50.6,50.6,3,2
24464,1155951,Dz,01009172337,"Aleksandra Čaka iela 59 - 15, Rīga, LV-1011",NULL,Rīga,NULL,8/31/2023,46500,01000330073,4070,249637,13.11, 07,"601(42), 702(728), 801(34)",1,01000330073001,4070,113947,Triju vai vairāku dzīvokļu mājas,1122,5,291.8,1311.5,5861,2907 - Māla ķieģeļi,1901,45,01000330073001,0,1,01000330073001015,1,1,1122,5,5,40.7,40.7,5,2
24464,1134331,T,01009233237,"Aleksandra Čaka iela 59 - 26, Rīga, LV-1011",NULL,Rīga,NULL,4/4/2023,140000,01000330073,10170,249637,32.75, 07,"601(42), 702(728), 801(34)",1,01000330073002,1017,12146,Triju vai vairāku dzīvokļu mājas,1122,5,296.6,1293.2,5793,2907 - Māla ķieģeļi,1902,30,01000330073002,1,0,01000330073002009,1,1,1230,1,1,101.5,0,5,0
2211,1175619,Dz,01009170276,"Aleksandra Čaka iela 59 - 5, Rīga, LV-1011",NULL,Rīga,NULL,1/23/2024,80000,01000330073,5179,249637,16.68, 07,"601(42), 702(728), 801(34)",1,01000330073001,5179,113947,Triju vai vairāku dzīvokļu mājas,1122,5,291.8,1311.5,5861,2907 - Māla ķieģeļi,1901,45,01000330073001,0,1,01000330073001005,1,1,1122,2,2,48.7,48.7,3,2
24464,1120357,Dz,01009032692,"Aleksandra Čaka iela 63 - 28, Rīga, LV-1011",NULL,Rīga,NULL,11/27/2022,64000,01000330075,4874,240051,17.93, 07,"703(822), 801(61)",1,01000330075001,4874,240051,Triju vai vairāku dzīvokļu mājas,1122,6,584.1,2857,13590,2907 - Māla ķieģeļi,1898,40,01000330075001,0,1,01000330075001028,1,1,1122,6,6,48.9,48.9,6,2
24464,1134261,Dz,01000330079,"Aleksandra Čaka iela 70 - 39, Rīga, LV-1011",NULL,Rīga,NULL,3/9/2023,140000,01000330079,26,18207,2.62, 07,"703(1482), 801(297), 1002(57)",2,01000330079001,26,18207,Triju vai vairāku dzīvokļu mājas,1122,7,1283.8,7191.9,30567,2907 - Māla ķieģeļi,1910,31,"1000330079002, 1000330079001",0,1,01000330079001039,1,1,1122,5,5,84.2,84.2,7,3
24464,1164543,Dz,01009279641,"Aleksandra Čaka iela 82 - 35, Rīga, LV-1011",NULL,Rīga,NULL,10/24/2023,83650,01000340052,465,50519,16.92, 07,"702(96), 703(1609), 801(133)",8,01000340052001,465,50519,Triju vai vairāku dzīvokļu mājas,1122,6,1032,5299.7,22372,2907 - Māla ķieģeļi,1880,58,"1000340052009, 1000340052007, 1000340052006, 1000340052005, 1000340052004, 1000340052003, 1000340052002, 1000340052001",0,1,01000340052001035,1,1,1122,2,2,43.9,43.9,3,2
24464,1148816,Dz,01009246675,"Aleksandra Čaka iela 92 - 12A, Rīga, LV-1011",NULL,Rīga,NULL,7/12/2023,186600,NULL,NULL,NULL,NULL,NULL,NULL,4,01000340046014,1252,148471,Triju vai vairāku dzīvokļu mājas,1122,5,1124.8,4259.8,13796,28 - Vieglbetoni,2007,0,"1000340046016, 1000340046015, 1000340046014, 1000340045006",0,1,01000340046014012,1,1,1122,5,5,125.2,80.6,8,3
24464,1130134,Dz,01009246725,"Aleksandra Čaka iela 96 - 28, Rīga, LV-1011",NULL,Rīga,NULL,3/3/2023,75000,NULL,NULL,NULL,NULL,NULL,NULL,4,01000340046015,676,148471,Triju vai vairāku dzīvokļu mājas,1122,6,1745,7196.5,23220,28 - Vieglbetoni,2007,0,"1000340046016, 1000340046015, 1000340046014, 1000340045006",0,1,01000340046015028,1,1,1122,2,2,67.6,61.6,4,2
24464,1136166,Dz,01009246740,"Aleksandra Čaka iela 96 - 43, Rīga, LV-1011",NULL,Rīga,NULL,3/15/2023,73000,NULL,NULL,NULL,NULL,NULL,NULL,4,01000340046015,683,148471,Triju vai vairāku dzīvokļu mājas,1122,6,1745,7196.5,23220,28 - Vieglbetoni,2007,0,"1000340046016, 1000340046015, 1000340046014, 1000340045006",0,1,01000340046015043,1,1,1122,1,1,68.3,51.6,5,2
24464,1139849,Dz,01009246771,"Aleksandra Čaka iela 96 - 74, Rīga, LV-1011",NULL,Rīga,NULL,5/10/2023,60000,NULL,NULL,NULL,NULL,NULL,NULL,4,01000340046015,476,148471,Triju vai vairāku dzīvokļu mājas,1122,6,1745,7196.5,23220,28 - Vieglbetoni,2007,0,"1000340046016, 1000340046015, 1000340046014, 1000340045006",0,1,01000340046015074,1,1,1122,4,4,47.6,41.1,4,2
24464,1143424,Dz,01009246771,"Aleksandra Čaka iela 96 - 74, Rīga, LV-1011",NULL,Rīga,NULL,5/31/2023,100000,NULL,NULL,NULL,NULL,NULL,NULL,4,01000340046015,476,148471,Triju vai vairāku dzīvokļu mājas,1122,6,1745,7196.5,23220,28 - Vieglbetoni,2007,0,"1000340046016, 1000340046015, 1000340046014, 1000340045006",0,1,01000340046015074,1,1,1122,4,4,47.6,41.1,4,2
24464,1128299,Dz,01009246772,"Aleksandra Čaka iela 96 - 75, Rīga, LV-1011",NULL,Rīga,NULL,2/22/2023,44500,NULL,NULL,NULL,NULL,NULL,NULL,4,01000340046015,527,148471,Triju vai vairāku dzīvokļu mājas,1122,6,1745,7196.5,23220,28 - Vieglbetoni,2007,0,"1000340046016, 1000340046015, 1000340046014, 1000340045006",0,1,01000340046015075,1,1,1122,5,5,52.7,46.2,4,2
24464,1134802,Dz,01009246772,"Aleksandra Čaka iela 96 - 75, Rīga, LV-1011",NULL,Rīga,NULL,4/6/2023,89500,NULL,NULL,NULL,NULL,NULL,NULL,4,01000340046015,527,148471,Triju vai vairāku dzīvokļu mājas,1122,6,1745,7196.5,23220,28 - Vieglbetoni,2007,0,"1000340046016, 1000340046015, 1000340046014, 1000340045006",0,1,01000340046015075,1,1,1122,5,5,52.7,46.2,4,2
24464,1142861,Dz,01009246769,"Aleksandra Čaka iela 96 - 79, Rīga, LV-1011",NULL,Rīga,NULL,6/5/2023,180000,NULL,NULL,NULL,NULL,NULL,NULL,4,01000340046015,1125,148471,Triju vai vairāku dzīvokļu mājas,1122,6,1745,7196.5,23220,28 - Vieglbetoni,2007,0,"1000340046016, 1000340046015, 1000340046014, 1000340045006",0,1,01000340046015072,1,1,1122,6,6,112.5,93.1,7,3
24464,1124749,Dz,01009220470,"Aleksandra Grīna bulvāris 1 - 11, Rīga, LV-1048",NULL,Rīga,NULL,1/27/2023,30000,01000582008,541,32988,38.36, 07,"702(2090), 801(218), 1001(31)",1,01000582008001,541,32988,Triju vai vairāku dzīvokļu mājas,1122,5,945,4093.8,16878,2908 - Silikātķieģeļi,1956,25,01000582008001,0,1,01000582008001011,1,1,1122,1,1,54.1,54.1,8,2
24464,1158599,Dz,01009220319,"Aleksandra Grīna bulvāris 1 - 18, Rīga, LV-1048",NULL,Rīga,NULL,9/19/2023,153511,NULL,NULL,NULL,NULL,NULL,NULL,1,01000582008001,230,8247,Triju vai vairāku dzīvokļu mājas,1122,5,945,4093.8,16878,2908 - Silikātķieģeļi,1956,25,01000582008001,0,1,01000582008001018,1,1,1122,3,3,92,90.5,8,3
24464,1121411,Dz,01009101058,"Aleksandra Grīna bulvāris 13 - 20, Rīga, LV-1002",NULL,Rīga,NULL,12/22/2022,44000,NULL,NULL,NULL,NULL,NULL,NULL,1,01000582011001,87,4871,Triju vai vairāku dzīvokļu mājas,1122,5,553.2,2474.8,8675,2908 - Silikātķieģeļi,1974,16,01000582011001,0,1,01000582011001020,1,1,1122,2,2,34.8,34.8,6,2
24464,1147153,Dz,01009190241,"Aleksandra Grīna bulvāris 13 - 33, Rīga, LV-1002",NULL,Rīga,NULL,7/6/2023,63500,NULL,NULL,NULL,NULL,NULL,NULL,1,01000582011001,227,9742,Triju vai vairāku dzīvokļu mājas,1122,5,553.2,2474.8,8675,2908 - Silikātķieģeļi,1974,16,01000582011001,0,1,01000582011001033,1,1,1122,1,1,45.9,45.9,6,1
24464,1154495,Dz,01009260762,"Aleksandra Grīna bulvāris 3 - 14, Rīga, LV-1048",NULL,Rīga,NULL,8/22/2023,63200,NULL,NULL,NULL,NULL,NULL,NULL,1,01000582007001,458,22113,Triju vai vairāku dzīvokļu mājas,1122,5,690.4,2853.3,12836,2907 - Māla ķieģeļi,1960,30,01000582007001,0,1,01000582007001014,1,1,1122,5,5,45.2,45.2,8,2
24464,1143185,Dz,01009948137,"Aleksandra Grīna bulvāris 3 - 28, Rīga, LV-1048",NULL,Rīga,NULL,6/5/2023,77500,NULL,NULL,NULL,NULL,NULL,NULL,1,01000582007001,466,22113,Triju vai vairāku dzīvokļu mājas,1122,5,690.4,2853.3,12836,2907 - Māla ķieģeļi,1960,30,01000582007001,0,1,01000582007001028,1,1,1122,3,3,44.4,44.4,3,2
24464,1154154,Dz,01009270745,"Aleksandra Grīna bulvāris 3 - 3, Rīga, LV-1048",NULL,Rīga,NULL,8/21/2023,90900,NULL,NULL,NULL,NULL,NULL,NULL,1,01000582007001,25,819,Triju vai vairāku dzīvokļu mājas,1122,5,690.4,2853.3,12836,2907 - Māla ķieģeļi,1960,30,01000582007001,0,1,01000582007001003,1,1,1122,2,2,66.9,66.9,10,3
24464,1150914,Dz,01009260771,"Aleksandra Grīna bulvāris 3 - 31, Rīga, LV-1048",NULL,Rīga,NULL,7/26/2023,78000,NULL,NULL,NULL,NULL,NULL,NULL,1,01000582007001,466,22113,Triju vai vairāku dzīvokļu mājas,1122,5,690.4,2853.3,12836,2907 - Māla ķieģeļi,1960,30,01000582007001,0,1,01000582007001031,1,1,1122,4,4,45,45,4,2
24464,1120795,Dz,01009054244,"Aleksandra Grīna bulvāris 7 - 29, Rīga, LV-1002",NULL,Rīga,NULL,12/21/2022,89752.98,NULL,NULL,NULL,NULL,NULL,NULL,1,01000582013001,50,1761,Triju vai vairāku dzīvokļu mājas,1122,5,709.6,3055.9,10981,2303 - Dzelzsbetona paneļi,1975,30,01000582013001,0,1,01000582013001029,1,1,1122,1,1,65,61.8,8,3
24464,1130791,Dz,01009042533,"Aleksandra Grīna bulvāris 7 - 36, Rīga, LV-1002",NULL,Rīga,NULL,2/24/2023,110000,NULL,NULL,NULL,NULL,NULL,NULL,1,01000582013001,283,7631,Triju vai vairāku dzīvokļu mājas,1122,5,709.6,3055.9,10981,2303 - Dzelzsbetona paneļi,1975,30,01000582013001,0,1,01000582013001036,1,1,1122,4,4,84.9,80.2,12,4
24464,1143737,Dz,01009042713,"Aleksandra Grīna bulvāris 7 - 8, Rīga, LV-1002",NULL,Rīga,NULL,5/30/2023,65000,NULL,NULL,NULL,NULL,NULL,NULL,1,01000582013001,532,22893,Triju vai vairāku dzīvokļu mājas,1122,5,709.6,3055.9,10981,2303 - Dzelzsbetona paneļi,1975,30,01000582013001,0,1,01000582013001008,1,1,1122,3,3,53.2,51.7,7,2
24464,1127464,Dz,01009172941,"Aleksandra Grīna bulvāris 9 - 68, Rīga, LV-1002",NULL,Rīga,NULL,2/17/2023,74000,NULL,NULL,NULL,NULL,NULL,NULL,1,01000582012001,289,19770,Triju vai vairāku dzīvokļu mājas,1122,5,1108.8,5027.8,17059,2908 - Silikātķieģeļi,1972,30,01000582012001,0,1,01000582012001068,1,1,1122,5,5,58.6,55.8,5,3
24464,1137765,T,01009263772,"Alfrēda Kalniņa iela 1 - 28, Rīga, LV-1050",NULL,Rīga,NULL,4/28/2023,44000,01000050015,179,29522,7.06, 07,"702(1052), 801(112)",1,01000050015001,179,29522,Triju vai vairāku dzīvokļu mājas,1122,5,890,3565.5,18851,2907 - Māla ķieģeļi,"1880, 2019",32,01000050015001,1,0,01000050015001028,1,1,1220,1,1,17.9,0,2,0
24464,1167405,Dz,01009263782,"Alfrēda Kalniņa iela 1 - 3, Rīga, LV-1050",NULL,Rīga,NULL,10/25/2023,31900,01000050015,81,14761,6.39, 07,"702(1052), 801(112)",1,01000050015001,81,14761,Triju vai vairāku dzīvokļu mājas,1122,5,890,3565.5,18851,2907 - Māla ķieģeļi,"1880, 2019",32,01000050015001,0,1,01000050015001002,81,542,1122,1,1,108.4,108.4,12,6
24464,1167038,Dz,01009263750,"Alfrēda Kalniņa iela 1 - 57, Rīga, LV-1050",NULL,Rīga,NULL,11/8/2023,45000,01000050015,175,29522,6.9, 07,"702(1052), 801(112)",1,01000050015001,175,29522,Triju vai vairāku dzīvokļu mājas,1122,5,890,3565.5,18851,2907 - Māla ķieģeļi,"1880, 2019",32,01000050015001,0,1,01000050015001068,1,1,1122,4,4,17.5,17.5,2,1
24464,1127079,Dz,01009263752,"Alfrēda Kalniņa iela 1 - 6, Rīga, LV-1050",NULL,Rīga,NULL,1/26/2023,76500,01000050015,180,14761,14.19, 07,"702(1052), 801(112)",1,01000050015001,180,14761,Triju vai vairāku dzīvokļu mājas,1122,5,890,3565.5,18851,2907 - Māla ķieģeļi,"1880, 2019",32,01000050015001,0,1,01000050015001049,360,1547,1122,3,3,154.7,154.7,12,4
24464,1155675,Dz,01009263740,"Alfrēda Kalniņa iela 1 - 65, Rīga, LV-1050",NULL,Rīga,NULL,8/24/2023,58000,01000050015,88,14761,6.94, 07,"702(1052), 801(112)",1,01000050015001,88,14761,Triju vai vairāku dzīvokļu mājas,1122,5,890,3565.5,18851,2907 - Māla ķieģeļi,"1880, 2019",32,01000050015001,0,1,01000050015001081,1,1,1122,5,5,17.6,17.6,2,1
24464,1153863,Dz,01009263739,"Alfrēda Kalniņa iela 1 - 8, Rīga, LV-1050",NULL,Rīga,NULL,8/11/2023,67000,01000050015,279,29522,11, 07,"702(1052), 801(112)",1,01000050015001,279,29522,Triju vai vairāku dzīvokļu mājas,1122,5,890,3565.5,18851,2907 - Māla ķieģeļi,"1880, 2019",32,01000050015001,0,1,01000050015001061,279,1540,1122,4,4,154,154,12,5
24464,1162045,Dz,01009276551,"Alfrēda Kalniņa iela 2 - 10, Rīga, LV-1050",NULL,Rīga,NULL,10/10/2023,194500,01000050108,8781,424370,25.78, 07,"703(1167), 801(79)",2,01000050108001,8781,424370,Triju vai vairāku dzīvokļu mājas,1122,6,523.6,2574.4,12354,2907 - Māla ķieģeļi,1890,26,"1000050108003, 1000050108001",0,1,01000050108001017,1,1,1122,6,6,86.3,86.3,5,3
24464,1170643,Dz,01009251485,"Alfrēda Kalniņa iela 2 - 11, Rīga, LV-1050",NULL,Rīga,NULL,11/17/2023,328500,01000050108,8842,212185,51.92, 07,"703(1167), 801(79)",2,01000050108001,8842,212185,Triju vai vairāku dzīvokļu mājas,1122,6,523.6,2574.4,12354,2907 - Māla ķieģeļi,1890,26,"1000050108003, 1000050108001",0,1,01000050108001016,1,1,1122,6,6,173.8,173.8,13,7
24464,1163558,T,01009276550,"Alfrēda Kalniņa iela 2 - 17, Rīga, LV-1050",NULL,Rīga,NULL,10/10/2023,500,01000050108,456527,2460921630,0.23, 07,"703(1167), 801(79)",2,01000050108001,456527,2460921630,Triju vai vairāku dzīvokļu mājas,1122,6,523.6,2574.4,12354,2907 - Māla ķieģeļi,1890,26,"1000050108003, 1000050108001",1,0,01000050108001015,863,5799,1252,6,6,5.2,0,1,0
24464,1170644,T,01009276550,"Alfrēda Kalniņa iela 2 - 17, Rīga, LV-1050",NULL,Rīga,NULL,11/17/2023,1500,01000050108,459701,1230460815,0.47, 07,"703(1167), 801(79)",2,01000050108001,459701,1230460815,Triju vai vairāku dzīvokļu mājas,1122,6,523.6,2574.4,12354,2907 - Māla ķieģeļi,1890,26,"1000050108003, 1000050108001",1,0,01000050108001015,1738,5799,1252,6,6,5.2,0,1,0
24464,1171480,Dz,01009251488,"Alfrēda Kalniņa iela 2 - 8, Rīga, LV-1050",NULL,Rīga,NULL,12/8/2023,350000,01000050108,2073,42437,60.87, 07,"703(1167), 801(79)",2,01000050108001,2073,42437,Triju vai vairāku dzīvokļu mājas,1122,6,523.6,2574.4,12354,2907 - Māla ķieģeļi,1890,26,"1000050108003, 1000050108001",0,1,01000050108001008,1,1,1122,5,5,202.1,202.1,14,8
24464,1158120,Dz,01009047897,"Alfrēda Kalniņa iela 4 - 22, Rīga, LV-1050",NULL,Rīga,NULL,9/4/2023,125600,01000050007,953,30182,54.12, 07,"703(1475), 801(178), 902(61)",1,01000050007001,953,30182,Triju vai vairāku dzīvokļu mājas,1122,6,1574.3,7572.3,39445,2907 - Māla ķieģeļi,1890,48,01000050007001,0,1,01000050007001022,1,1,1122,6,6,190.6,190.6,11,5
24464,1135569,Dz,01009282771,"Alfrēda Kalniņa iela 6 - 16, Rīga, LV-1050",NULL,Rīga,NULL,4/21/2023,175000,01000050082,348,16453,26.38, 07,702(1247),1,01000050082001,348,16453,Triju vai vairāku dzīvokļu mājas,1122,5,969,3843.1,18888,2907 - Māla ķieģeļi,"1886, 2016",52,01000050082001,0,1,01000050082001044,1,1,1122,5,5,69.6,69.6,3,2
24464,1146942,Dz,01009282773,"Alfrēda Kalniņa iela 6 - 18, Rīga, LV-1050",NULL,Rīga,NULL,7/5/2023,90000,01000050082,228,16453,17.28, 07,702(1247),1,01000050082001,228,16453,Triju vai vairāku dzīvokļu mājas,1122,5,969,3843.1,18888,2907 - Māla ķieģeļi,"1886, 2016",52,01000050082001,0,1,01000050082001046,1,1,1122,5,5,45.6,45.6,3,2
24464,1130441,Dz,01009282780,"Alfrēda Kalniņa iela 6 - 25, Rīga, LV-1050",NULL,Rīga,NULL,3/13/2023,138000,01000050082,607,32906,23, 07,702(1247),1,01000050082001,607,32906,Triju vai vairāku dzīvokļu mājas,1122,5,969,3843.1,18888,2907 - Māla ķieģeļi,"1886, 2016",52,01000050082001,0,1,01000050082001053,1,1,1122,2,2,60.7,60.7,4,2
24464,1127285,Dz,01009282784,"Alfrēda Kalniņa iela 6 - 29, Rīga, LV-1050",NULL,Rīga,NULL,1/30/2023,100000,01000050082,294,16453,22.28, 07,702(1247),1,01000050082001,294,16453,Triju vai vairāku dzīvokļu mājas,1122,5,969,3843.1,18888,2907 - Māla ķieģeļi,"1886, 2016",52,01000050082001,0,1,01000050082001057,1,1,1122,3,3,58.8,58.8,4,3
24464,1124346,T,01009282793,"Alfrēda Kalniņa iela 6, Rīga, LV-1050",NULL,Rīga,NULL,1/24/2023,950,01000050082,20,16453,1.52, 07,702(1247),1,01000050082001,20,16453,Triju vai vairāku dzīvokļu mājas,1122,5,969,3843.1,18888,2907 - Māla ķieģeļi,"1886, 2016",52,01000050082001,1,0,01000050082001066,20,1247,1274,-1,-1,249.4,0,38,0
24464,1147364,Dz,01009208546,"Alfrēda Kalniņa iela 8 - 18, Rīga, LV-1050",NULL,Rīga,NULL,7/6/2023,128600,01000050083,43,2254,25.18, 07,"702(1003), 801(192), 902(84), 1001(41)",2,01000050083001,43,2254,Triju vai vairāku dzīvokļu mājas,1122,5,772.7,3388.4,15772,2907 - Māla ķieģeļi,1875,48,"1000050083002, 1000050083001",0,1,01000050083001018,1,1,1122,2,2,60.2,60.2,8,2
24464,1120938,Dz,01009281127,"Avotu iela 10 - 10, Rīga, LV-1011",NULL,Rīga,NULL,12/21/2022,131000,01000300162,825,22972,30.56, 07,"703(727), 801(124)",2,01000300162001,825,22972,Triju vai vairāku dzīvokļu mājas,1122,6,550.8,2756.6,11434,2907 - Māla ķieģeļi,1940,33,"1000300162002, 1000300162001",0,1,01000300162001010,1,1,1122,4,4,82.9,82.9,7,3
24464,1155757,Dz,01009048004,"Avotu iela 15 - 1, Rīga, LV-1011",NULL,Rīga,NULL,8/31/2023,50000,01000300110,571,3921,94.22, 07,"702(441), 801(85), 1001(121)",2,01000300110001,571,3921,Triju vai vairāku dzīvokļu mājas,1122,3,198.3,345.2,1500,11 - Kokmateriāli,1886,50,"1000300110002, 1000300110001",0,1,01000300110001001,1,1,1122,1,1,52.9,52.9,4,2
24464,1168429,Dz,01009259965,"Avotu iela 15 - 3, Rīga, LV-1011",NULL,Rīga,NULL,11/27/2023,45000,01000300110,326,1307,161.38, 07,"702(441), 801(85), 1001(121)",2,01000300110001,326,1307,Triju vai vairāku dzīvokļu mājas,1122,3,198.3,345.2,1500,11 - Kokmateriāli,1886,50,"1000300110002, 1000300110001",0,1,01000300110001003,1,1,1122,2,2,94.4,94.4,9,5
24464,1135651,Dz,01009052347,"Avotu iela 18 - 11, Rīga, LV-1011",NULL,Rīga,NULL,4/18/2023,35000,01000300104,139,2607,55.77, 07,"702(729), 801(317)",1,01000300104001,139,2607,Triju vai vairāku dzīvokļu mājas,1122,3,293.3,843.3,2944,"1102 - Koka brusas, 2907 - Māla ķieģeļi","1897, 1999",36,01000300104001,0,1,01000300104001011,1,1,1122,3,3,27.9,27.9,3,1
24464,1169556,T,01009236565,"Avotu iela 18 - 13, Rīga, LV-1011",NULL,Rīga,NULL,11/22/2023,80000,01000300104,524,2607,210.24, 07,"702(729), 801(317)",1,01000300104001,524,2607,Triju vai vairāku dzīvokļu mājas,1122,3,293.3,843.3,2944,"1102 - Koka brusas, 2907 - Māla ķieģeļi","1897, 1999",36,01000300104001,1,0,01000300104001013,1,1,1230,1,1,104.8,0,8,0
24464,1123507,Dz,01009249678,"Avotu iela 18 - 4, Rīga, LV-1011",NULL,Rīga,NULL,12/22/2022,40000,01000300104,487,5214,97.7, 07,"702(729), 801(317)",1,01000300104001,487,5214,Triju vai vairāku dzīvokļu mājas,1122,3,293.3,843.3,2944,"1102 - Koka brusas, 2907 - Māla ķieģeļi","1897, 1999",36,01000300104001,0,1,01000300104001004,1,1,1122,2,2,48.7,48.7,3,2
24464,1170411,T,01009952295,"Avotu iela 2 - 14, Rīga, LV-1011",NULL,Rīga,NULL,12/4/2023,79500,01000300099,1860797,62090455,13.91, 07,"703(359), 801(105)",1,01000300099001,1860797,62090455,Triju vai vairāku dzīvokļu mājas,1122,7,360.8,2054.8,8420,2907 - Māla ķieģeļi,1912,49,01000300099001,1,0,01000300099001019,463,3941,1230,1,2,395.5,0,26,0
2211,1172841,Dz,01000300153,"Avotu iela 20A - 15, Rīga, LV-1011",NULL,Rīga,NULL,12/22/2023,40000,01000300153,109,6663,18.45, 07,"702(999), 801(57), 1002(72)",2,01000300153002,109,6663,Triju vai vairāku dzīvokļu mājas,1122,5,369.4,1630.3,7141,2907 - Māla ķieģeļi,1918,54,"1000300153002, 1000300153001",0,1,01000300153002015,1,1,1122,2,2,43.6,43.6,5,2
24464,1172841,Dz,01000300153,"Avotu iela 20A - 15, Rīga, LV-1011",NULL,Rīga,NULL,12/22/2023,40000,01000300153,109,6663,18.45, 07,"702(999), 801(57), 1002(72)",2,01000300153002,109,6663,Triju vai vairāku dzīvokļu mājas,1122,5,369.4,1630.3,7141,2907 - Māla ķieģeļi,1918,54,"1000300153002, 1000300153001",0,1,01000300153002015,1,1,1122,2,2,43.6,43.6,5,2
24464,1144789,Dz,01009253042,"Avotu iela 22A - 12A, Rīga, LV-1011",NULL,Rīga,NULL,6/20/2023,98000,01000300154,91,3800,27.28, 07,"702(1056), 801(66), 903(17)",2,01000300154002,91,3800,Triju vai vairāku dzīvokļu mājas,1122,5,356.5,1649.3,6774,2907 - Māla ķieģeļi,1913,33,"1000300154002, 1000300154001",0,1,01000300154002006,1,1,1122,2,2,63.7,63.7,6,2
24464,1164784,Dz,01009282560,"Avotu iela 3 - 11, Rīga, LV-1011",NULL,Rīga,NULL,10/26/2023,73500,01000300115,430,14897,18.65, 07,"702(593), 801(53)",1,01000300115001,430,14897,Triju vai vairāku dzīvokļu mājas,1122,5,496,1892.1,8990,2907 - Māla ķieģeļi,1912,42,01000300115001,0,1,01000300115001011,1,1,1122,5,5,43,43,3,2
